address;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;id;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction
Warszawa, Bielany, Wojciecha Bogus³awskiego;.;brick;block;.;Bielany;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;3 (z 10);urban;55129800;52.2785217;https://www.otodom.pl/oferta/3-pokoje-po-remoncie-ID3JjMk.html;20.9168395;secondary;0;1;0;full_ownership;341;559000;PLN;ponad 14 dni temu;.;3;0;0;0;0;1;0;0;60;06.09.2018;plastic;2004
Warszawa, Wola, Marcina Kasprzaka;.;.;block;to_completion;Wola;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;> 10 (z 25);urban;55038816;52.2279436;https://www.otodom.pl/oferta/od-dewelopera-69m2-z-widokiem-na-panorame-miasta-ID3IV6Q.html;20.9586224;primary;1;1;1;full_ownership;236;992592;PLN;ponad 14 dni temu;.;3;0;0;0;0;1;0;0;68.93;ponad 14 dni temu;plastic;2021
Warszawa, Mokotów,  Pory;.;other;apartment;to_completion;Mokotów;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;parter (z 2);urban;55516272;52.1857926;https://www.otodom.pl/oferta/duzo-zieleni-w-sasiedztwie-inwestycji-ID3KVjK.html;21.0439166;primary;0;0;0;full_ownership;222;702800;PLN;31.08.2018;.;3;0;0;1;1;1;0;0;68.12;03.09.2018;.;.
Warszawa, Mokotów, Wolfganga Amadeusza Mozarta;.;brick;apartment;ready_to_use;Mokotów;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;3 (z 6);urban;54737948;52.23614;https://www.otodom.pl/oferta/idealne-dla-rodziny-ID3HFQ8.html;21.00817;secondary;1;1;1;full_ownership;423;805000;PLN;ponad 14 dni temu;600 z³;3;0;0;0;0;1;0;0;62;04.09.2018;plastic;2017
Warszawa, Praga-Po³udnie,  Miêdzynarodowa;.;other;apartment;to_completion;Praga-Po³udnie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 4);.;55398464;52.2384565;https://www.otodom.pl/oferta/blisko-do-centrum-miasta-dobra-komunikacja-ID3KrFC.html;21.0634712;primary;0;0;0;.;316;587321;PLN;ponad 14 dni temu;.;3;0;0;0;1;1;0;0;73.04;ponad 14 dni temu;.;.
Warszawa, Bia³o³êka;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 5);.;54800848;52.32899;https://www.otodom.pl/oferta/13-min-do-metra-marymont-6246zl-m2-0-prowizji-ID3HVcE.html;21.00768;primary;1;1;1;.;373;374800;PLN;ponad 14 dni temu;.;3;0;1;0;1;0;0;0;60;08.09.2018;.;2019
Warszawa, Targówek,  Zielone Zacisze;.;brick;apartment;ready_to_use;Targówek;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 5);.;55444028;52.28814872550177;https://www.otodom.pl/oferta/2pok-nowe-budow-bezposrednio-metro-w-wa-targowek-ID3KDvv.html;21.053870290490725;secondary;0;0;0;full_ownership;1209;360000;PLN;27.08.2018;240 z³;2;0;0;0;0;0;0;0;41;27.08.2018;.;2007
Warszawa, Mokotów, OSTATNIE MIESZKANIA! 3 pokoje z widokiem! BEZPOŒREDNIO! Promocja BEZ PCC!;.;.;.;.;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;3 (z 5);.;54889352;52.1697863944;https://www.otodom.pl/oferta/ostatnie-mieszkania-3-pokoje-z-widokiem-bezposr-ID3Ije8.html;20.997190595153;primary;1;1;1;.;350;482664;PLN;ponad 14 dni temu;.;3;0;1;1;1;1;0;0;54.08;07.09.2018;.;2019
Warszawa, Mokotów,  Bluszczañska;.;other;apartment;to_completion;Mokotów;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;parter (z 2);.;55258072;52.19832;https://www.otodom.pl/oferta/blisko-lazienek-krolewskich-piekna-okolica-ID3JR9e.html;21.01715;primary;0;0;0;.;1812;554988;PLN;ponad 14 dni temu;.;3;0;1;1;1;1;0;0;66.07;05.09.2018;.;2018
Warszawa, Wilanów, Kazachska;.;brick;block;ready_to_use;Wilanów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 3);urban;54151144;52.1599378;https://www.otodom.pl/oferta/apartament-dla-singla-pary-lub-pod-inwestycje-ID3Fdby.html;21.0820341;secondary;0;1;1;full_ownership;2171;515000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;41.1;05.09.2018;wooden;2015
Warszawa, Bielany;.;.;.;.;Bielany;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 3);.;55485776;52.29332;https://www.otodom.pl/oferta/mieszkanie-50-m-warszawa-ID3KOnS.html;20.92866;secondary;0;0;0;.;227;440000;PLN;29.08.2018;.;2;0;0;0;0;0;0;0;50;29.08.2018;.;.
Warszawa, Praga-Po³udnie, WYKOÑCZONE 3 POKOJE W PIÊKNYM APARTAMENTOWCU!;.;.;.;.;Praga-Po³udnie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;> 10 (z 17);urban;55386876;52.24168;https://www.otodom.pl/oferta/mieszkanie-55-25-m-warszawa-ID3KoEI.html;21.08406;primary;0;0;0;cooperative_ownership_with_mortgage_register;265;650500;PLN;ponad 14 dni temu;.;3;0;0;0;1;1;0;0;55.25;04.09.2018;.;2018
Warszawa, Wola, Tadeusza Krêpowieckiego;.;.;block;to_renovation;Wola;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4 (z 10);urban;55643960;52.2365997;https://www.otodom.pl/oferta/2-pokoje-z-loggia-przy-wola-park-metro-ID3Ltxe.html;20.93698894;secondary;0;0;0;cooperative_ownership;190;300000;PLN;08.09.2018;360 z³;2;0;0;0;0;0;0;0;37.14;08.09.2018;plastic;1972
Warszawa, Ursynów,  Polinezyjska;8 Sierpnia 2018;concrete_plate;block;ready_to_use;Ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;2 (z 10);urban;55202432;52.13785;https://www.otodom.pl/oferta/polinezyjska-3-pokoje-blisko-stacji-metra-ID3JCFO.html;21.02912;secondary;0;0;0;cooperative_ownership;567;430000;PLN;ponad 14 dni temu;483 z³;3;0;0;0;0;0;0;0;47.3;07.09.2018;plastic;1970
Warszawa, Ursus,  Posag 7 Panien;.;other;apartment;to_completion;Ursus;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1 (z 7);.;55605032;52.2044154;https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-widna-kuchnia-i-garderoba-ID3Ljpm.html;20.8805653;primary;0;0;0;.;160;437700;PLN;06.09.2018;.;3;0;1;0;1;1;0;0;67.64;08.09.2018;.;.
Warszawa,  G³êbocka;.;.;block;.;.;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;3 (z 3);.;55388236;52.3102751;https://www.otodom.pl/oferta/mieszkanie-warszawa-ul-glebocka-56g-ID3Kp0E.html;21.0620732;secondary;0;1;1;.;308;550000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;66;ponad 14 dni temu;.;2006
Warszawa, Bia³o³êka, Pas³êcka;.;brick;block;to_completion;Bia³o³êka;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2 (z 3);other;55265772;52.3320154;https://www.otodom.pl/oferta/sloneczne-i-przestronne-3-pokoje-do-wprowadzenia-ID3JT9q.html;20.9485038;secondary;0;0;0;full_ownership;610;449000;PLN;ponad 14 dni temu;583 z³;3;0;1;0;1;0;0;0;71.09;08.09.2018;plastic;2001
Warszawa, Wilanów, Kazachska;.;.;apartment;.;Wilanów;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;3 (z 3);urban;54558272;52.16151;https://www.otodom.pl/oferta/unikatowy-penthouse-140m2-tarasu-widok-na-palac-ID3GW68.html;21.08015;secondary;1;1;0;.;1910;2100000;PLN;ponad 14 dni temu;.;4;0;0;1;1;0;0;0;170;04.09.2018;.;2010
Warszawa, Górny Mokotów,  Rakowiecka;.;brick;tenement;ready_to_use;Górny Mokotów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 3);.;55305756;52.2079759;https://www.otodom.pl/oferta/gorny-mokotow-80m-kam-1935r-p-1-3-po-rem-ID3K3yk.html;21.0104211;secondary;0;0;0;full_ownership;463;1090000;PLN;ponad 14 dni temu;.;3;0;0;0;1;0;0;0;80;ponad 14 dni temu;.;1935
Warszawa, S³u¿ewiec, Osiedle Hubertus;1 Wrzeœnia 2018;brick;apartment;ready_to_use;S³u¿ewiec;1;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;3 (z 6);urban;54772352;52.170104599279824;https://www.otodom.pl/oferta/3-pok-z-pieknym-widokiem-83-m-mokotow-sluzewiec-ID3HON2.html;20.996853296203614;secondary;1;1;1;full_ownership;2066;917000;PLN;ponad 14 dni temu;550 z³;3;0;1;1;1;1;0;0;83.7;07.09.2018;wooden;2009
Warszawa, Wilanów, Stanis³awa Kostki Potockiego;.;brick;block;to_renovation;Wilanów;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1 (z 3);urban;55096952;52.23614;https://www.otodom.pl/oferta/wilanow-kostki-potockiego-2-pok-47-m2-1975-r-ID3Jbev.html;21.00817;secondary;0;0;0;full_ownership;484;420000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;47;30.08.2018;.;1975
Warszawa, Bia³o³êka,  Myœliborska;15 Czerwca 2018;reinforced_concrete;block;ready_to_use;Bia³o³êka;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0;1;0;0;parter (z 4);urban;52893171;52.305169737492946;https://www.otodom.pl/oferta/nowe-mieszkanie-bialoleka-ogrodek-garaz-balkon-ID3zWWF.html;20.976437629394525;secondary;1;1;1;full_ownership;3684;511999;PLN;ponad 14 dni temu;413 z³;3;0;1;1;1;0;0;0;64;02.09.2018;plastic;2018
Warszawa, Bemowo;.;.;block;.;Bemowo;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1 (z 4);.;55426468;52.221349;https://www.otodom.pl/oferta/bemowo-62-5m2-widna-kuchnia-szybki-odbior-ID3KyXi.html;20.90024;primary;0;1;0;full_ownership;340;501000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;62.5;ponad 14 dni temu;plastic;2018
Warszawa, Mokotów,  Cybernetyki;.;.;apartment;to_completion;Mokotów;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;4 (z 7);.;55620976;52.1764506;https://www.otodom.pl/oferta/apartament-z-duzym-tarasem-przy-ul-cybernetyki-ID3Lnyv.html;20.9935391;primary;0;0;0;.;94;941020;PLN;07.09.2018;.;5;0;0;0;1;0;0;0;128.03;07.09.2018;.;.
Warszawa, Centrum,  Plac Konstytucji;.;brick;tenement;to_renovation;Centrum;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3 (z 6);.;55438448;52.2219247;https://www.otodom.pl/oferta/centrum-przy-koszykowej-42-5-m2-2-pokoje-ID3KC4v.html;21.0159401;secondary;0;0;0;full_ownership;382;555000;PLN;26.08.2018;.;2;0;0;0;0;0;0;0;42.5;30.08.2018;.;1955
Warszawa, Mokotów, Huculska;.;.;apartment;.;Mokotów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 (z 6);.;54940628;52.2009;https://www.otodom.pl/oferta/trzypokojowy-apartament-w-inwestycji-huculska-5-ID3Ivza.html;21.0281;primary;0;0;0;.;208;1465000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;88;31.08.2018;.;2018
Warszawa, Œródmieœcie;.;brick;apartment;ready_to_use;Œródmieœcie;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;4 (z 17);urban;54829260;52.23313;https://www.otodom.pl/oferta/149m2-luksusu-i-spokoju-w-sercu-warszawy-ID3I3AU.html;21.019;secondary;1;1;0;full_ownership;2997;4600000;PLN;ponad 14 dni temu;1 500 z³;4;0;1;1;1;1;0;0;149;28.08.2018;aluminium;2009
Warszawa, Praga-Po³udnie, Saska Kêpa;.;concrete_plate;block;ready_to_use;Praga-Po³udnie;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;5 (z 10);urban;55584584;52.24168;https://www.otodom.pl/oferta/saska-kepa-46m2-sprzedam-ID3Le5y.html;21.08406;secondary;1;1;0;cooperative_ownership_with_mortgage_register;345;420000;PLN;05.09.2018;414 z³;2;0;1;0;1;1;0;0;46;05.09.2018;plastic;1975
Warszawa, Mokotów;.;.;block;ready_to_use;Mokotów;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;10 (z 10);urban;55029012;52.185508051591995;https://www.otodom.pl/oferta/sliczne-2-pokojowe-po-remoncie-na-dolnym-mokotowie-ID3ITyI.html;21.047791555786127;secondary;1;1;0;.;3481;410000;PLN;ponad 14 dni temu;410 z³;2;0;1;0;1;1;0;0;37;09.09.2018;plastic;1976
Warszawa, Œródmieœcie, Mokotowska;.;.;tenement;.;Œródmieœcie;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4 (z 6);.;55445792;52.222658;https://www.otodom.pl/oferta/jasny-apartament-w-srodmiesciu-ID3KDYY.html;21.0198321;secondary;0;0;0;.;347;2000000;PLN;27.08.2018;.;2;0;0;0;0;0;0;0;71;06.09.2018;wooden;.
Warszawa, Bia³o³êka, Cztery pokoje Promocja cenowa!!!!;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1 (z 2);urban;54625396;52.32899;https://www.otodom.pl/oferta/mieszkanie-57-66-m-warszawa-ID3HcyM.html;21.00768;primary;0;0;0;full_ownership;527;345960;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;57.66;04.09.2018;.;2019
Warszawa, Wola, Mi³a;.;reinforced_concrete;block;.;Wola;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;5 (z 10);urban;55540636;52.2495542;https://www.otodom.pl/oferta/idealne-do-mieszkania-lub-inwestycja-ID3L2EI.html;20.9867911;secondary;1;0;1;cooperative_ownership_with_mortgage_register;311;260000;PLN;03.09.2018;270 z³;1;0;0;0;0;0;0;0;27;07.09.2018;plastic;1975
Warszawa, Bemowo,  Powstañców Œl¹skich;.;.;block;.;Bemowo;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;2 (z 3);urban;55568384;52.243815;https://www.otodom.pl/oferta/mieszkanie-55-01-m-warszawa-ID3L9Sg.html;20.9123535;secondary;0;0;0;full_ownership;184;467000;PLN;04.09.2018;500 z³;2;0;0;1;1;0;0;0;55.01;04.09.2018;plastic;2003
Warszawa, Grochów,  Wiatraczna;1 Wrzeœnia 2018;brick;apartment;ready_to_use;Grochów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2 (z 6);urban;55214744;52.2463919;https://www.otodom.pl/oferta/2-pokoje-przy-rondzie-wiatraczna-ID3JFSo.html;21.0855187;secondary;0;0;0;.;455;514000;PLN;ponad 14 dni temu;.;2;0;0;0;1;0;0;0;56.35;08.09.2018;plastic;2009
Warszawa, Ursus, ks. Juliana Chroœcickiego;.;.;.;.;Ursus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;.;55491332;52.2080497;https://www.otodom.pl/oferta/mieszkanie-40-m-warszawa-ID3KPPu.html;20.9018674;secondary;0;0;0;.;216;380000;PLN;30.08.2018;.;1;0;0;0;0;0;0;0;40;03.09.2018;.;.
Warszawa, Wawer,  GoŸdzików;.;other;apartment;to_completion;Wawer;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2 (z 5);.;55558284;52.2386288;https://www.otodom.pl/oferta/mieszkanie-dla-rodziny-w-super-cenie-ID3L7fm.html;21.1375904;primary;0;0;0;.;167;443331;PLN;04.09.2018;.;3;0;1;1;1;1;0;0;63.56;06.09.2018;.;2018
Warszawa, Wola,  Jana Kazimierza 11;17 Sierpnia 2018;brick;apartment;to_completion;Wola;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;0;1;5 (z 6);urban;55321492;52.22472701835841;https://www.otodom.pl/oferta/sliczne-4-pok-taras-5-pietro-gotowe-do-odbioru-ID3K7E8.html;20.948383676257322;secondary;1;1;1;full_ownership;1881;665000;PLN;ponad 14 dni temu;600 z³;4;0;1;1;1;1;1;0;75;08.09.2018;wooden;2018
Warszawa, Wilanów,  Bruzdowa;30 Grudnia 2019;silikat;block;to_completion;Wilanów;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;parter (z 2);gas;55447764;52.1616086;https://www.otodom.pl/oferta/mieszkanie-59-67-m-warszawa-ID3KEuM.html;21.1246899;primary;0;0;0;full_ownership;298;459459;PLN;27.08.2018;.;3;0;0;1;0;0;0;0;59.67;31.08.2018;plastic;2019
Warszawa, Wola, 3 POKOJE Z WIDOKIEM NA CITY! OSTATNIE PIÊTRO! BEZ %%%;.;.;.;.;Wola;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9 (z 9);.;55451068;52.23338;https://www.otodom.pl/oferta/3-pokoje-z-widokiem-na-city-ostatnie-pietro-bez-ID3KFm4.html;20.95718;primary;0;0;0;.;373;515228;PLN;27.08.2018;.;3;0;0;0;0;0;0;0;60;29.08.2018;.;2019
Warszawa, Saska Kêpa;.;.;block;.;Saska Kêpa;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;parter (z 4);urban;55487232;52.22510693;https://www.otodom.pl/oferta/sloneczne-3-pokoje-47-m2-loggia-od-zaraz-ID3KOLm.html;21.07191851;secondary;1;1;1;full_ownership;592;459000;PLN;29.08.2018;.;3;0;0;0;0;0;0;0;47;04.09.2018;plastic;.
Warszawa, S³u¿ewiec, Cybernetyki ;.;other;block;ready_to_use;S³u¿ewiec;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;5 (z 9);urban;55529236;52.175000305176;https://www.otodom.pl/oferta/mieszkanie-38-39-m-warszawa-ID3KZGQ.html;20.995;secondary;1;0;0;.;230;465000;PLN;02.09.2018;.;2;0;0;1;0;0;0;0;38.39;07.09.2018;.;2018
Warszawa, Ursus,  Tomcia Palucha;5 Wrzeœnia 2018;brick;block;ready_to_use;Ursus;1;0;1;1;0;0;0;1;0;1;1;0;1;1;0;0;0;0;2 (z 4);urban;55555660;52.187860275933474;https://www.otodom.pl/oferta/mieszkanie-71-57m2-zabudowa-wykonczone-garaz-ID3L6z2.html;20.894590613214113;secondary;1;1;1;full_ownership;517;569000;PLN;04.09.2018;800 z³;3;0;1;1;1;1;0;0;71.57;06.09.2018;plastic;2007
Warszawa, Mokotów,  Jana Karola Chodkiewicza;.;brick;apartment;ready_to_use;Mokotów;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;7 (z 9);urban;55359900;52.2512114;https://www.otodom.pl/oferta/apartament-chodkiewicza-120m-3p-taras-lux-ID3KhDC.html;21.2328762;secondary;1;1;1;.;378;1999000;PLN;ponad 14 dni temu;.;3;0;1;1;1;1;0;0;120;ponad 14 dni temu;wooden;.
Warszawa, Centrum,  Nowolipki 26;.;brick;tenement;ready_to_use;Centrum;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4 (z 4);.;55013768;52.23194;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-w-centrum-warszawy-ID3IPAQ.html;21.01111;secondary;0;0;0;full_ownership;1635;495000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;43;07.09.2018;plastic;1950
Warszawa, M³ynów, Zawiszy;.;.;block;.;M³ynów;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;7 (z 7);urban;55082760;52.23614;https://www.otodom.pl/oferta/101-m2-4-pok-taras-54-m2-2-miejsca-garazowe-ID3J7xC.html;21.00817;secondary;1;1;1;full_ownership;527;1299000;PLN;ponad 14 dni temu;1 100 z³;4;0;0;0;0;1;0;0;101;30.08.2018;aluminium;2005
Warszawa, Nowe Miasto, Zakroczymska;.;brick;apartment;.;Nowe Miasto;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1 (z 3);urban;54839044;52.25524;https://www.otodom.pl/oferta/apartament-w-nowym-budynku-na-starym-miescie-ID3I68I.html;21.00556;secondary;1;1;1;full_ownership;354;1580000;PLN;ponad 14 dni temu;.;4;0;1;1;1;1;0;0;113;02.09.2018;.;1999
Warszawa, Bielany;.;.;block;ready_to_use;Bielany;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;9 (z 12);urban;54945812;52.29332;https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-na-bielanach-ID3IxUM.html;20.92866;secondary;0;0;0;.;959;419000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;54.8;ponad 14 dni temu;wooden;1980
Warszawa, Praga-Pó³noc, Kowieñska;.;brick;block;ready_to_use;Praga-Pó³noc;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1 (z 4);urban;55535964;52.2628553;https://www.otodom.pl/oferta/polecam-ID3L1rm.html;21.0398899;secondary;1;1;1;full_ownership;176;510000;PLN;03.09.2018;.;2;0;0;0;0;0;0;0;51;03.09.2018;.;1993
Warszawa, ¯oliborz, Barszczewska;.;brick;apartment;ready_to_use;¯oliborz;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;> 10 (z 13);urban;52627755;52.278944;https://www.otodom.pl/oferta/apartament-z-widokiem-na-stary-zoliborz-ID3yOSL.html;20.985258;secondary;1;1;1;full_ownership;2215;3580000;PLN;ponad 14 dni temu;2 050 z³;6;0;0;0;0;1;0;0;193.75;08.09.2018;aluminium;2010
Warszawa, Œródmieœcie, Wilanowska;.;brick;.;ready_to_use;Œródmieœcie;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1 (z 12);.;55049448;52.1750141;https://www.otodom.pl/oferta/polecamy-2-pokojowe-na-powislu-ID3IYSk.html;21.0444328;secondary;0;0;0;cooperative_ownership_with_mortgage_register;313;545000;PLN;ponad 14 dni temu;480 z³;2;0;0;0;0;0;0;0;43;08.09.2018;.;1967
Warszawa, Grochów, Rondo Wiatraczna;.;.;.;to_completion;Grochów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;> 10 (z 17);.;55549740;52.24671;https://www.otodom.pl/oferta/mieszkanie-102-61-m-warszawa-ID3L51y.html;21.08464;primary;0;0;0;.;134;975512;PLN;03.09.2018;.;4;0;0;0;0;0;0;0;102.61;03.09.2018;.;.
Warszawa, Wola;.;.;.;.;Wola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 (z 6);.;55388500;52.23338;https://www.otodom.pl/oferta/mieszkanie-89-m-warszawa-ID3Kp4U.html;20.95718;secondary;0;0;0;.;272;1020000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;89;ponad 14 dni temu;.;.
Warszawa, Bia³o³êka;30 Wrzeœnia 2018;.;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 2);.;55092156;52.32899;https://www.otodom.pl/oferta/najtaniej-2-pokoje-mniej-o-25-000zl-ID3J9Za.html;21.00768;primary;0;0;0;full_ownership;1563;230000;PLN;ponad 14 dni temu;.;2;0;1;1;1;1;0;0;41;05.09.2018;plastic;2018
Warszawa, Odolany, Worcella;.;.;block;.;Odolany;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;5 (z 5);urban;55568604;52.2222453;https://www.otodom.pl/oferta/mieszkanie-58-m-warszawa-ID3L9WO.html;20.940105;secondary;0;0;0;full_ownership;137;599000;PLN;04.09.2018;.;2;0;0;1;1;0;0;0;58;04.09.2018;plastic;2009
Warszawa, Bia³o³êka, Skarbka z Gór;.;breezeblock;block;ready_to_use;Bia³o³êka;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;2 (z 3);other;55153240;52.3209876;https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-garderoba-ID3JpSo.html;21.0585845;secondary;0;0;0;full_ownership;830;440000;PLN;ponad 14 dni temu;570 z³;3;0;0;1;1;1;0;0;70;09.09.2018;plastic;2003
Warszawa, Œródmieœcie Po³udniowe,  Wilcza;.;.;.;.;Œródmieœcie Po³udniowe;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2 (z 5);urban;55499240;52.2247175;https://www.otodom.pl/oferta/wilcza-warszawa-centrum-2-pokoje-bezposrednio-ID3KRT2.html;21.0149539;secondary;0;0;0;full_ownership;507;505000;PLN;30.08.2018;.;2;0;0;1;1;0;0;0;33.69;07.09.2018;plastic;.
Warszawa, Ochota, W³odarzewska;.;.;apartment;ready_to_use;Ochota;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;3 (z 3);.;52250691;52.2021313;https://www.otodom.pl/oferta/apartament-z-widokiem-i-z-tarasem-150-m2-ID3xeN5.html;20.9554848;secondary;0;0;0;full_ownership;2858;1650000;PLN;ponad 14 dni temu;1 300 z³;4;0;0;0;0;1;0;0;149;08.09.2018;.;2001
Warszawa, Lewandów, Sieczna;.;.;block;ready_to_use;Lewandów;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1 (z 2);urban;55306840;52.3162402;https://www.otodom.pl/oferta/mieszkanie-przestronne-zadbane-z-m-garazowym-ID3K3PO.html;21.0750606;secondary;0;0;0;full_ownership;493;375000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;58;ponad 14 dni temu;plastic;2011
Warszawa, Nowodwory, Odkryta;.;brick;block;ready_to_use;Nowodwory;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;2;urban;55499696;52.3320224;https://www.otodom.pl/oferta/kawalerka-do-wprowadzenia-ID3KS0o.html;20.9357309;secondary;1;1;0;full_ownership;301;282000;PLN;30.08.2018;300 z³;1;0;0;0;0;0;0;0;32.6;06.09.2018;plastic;2000
Warszawa, Mokotów, Stefana Batorego;.;concrete_plate;block;.;Mokotów;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;6 (z 15);.;55395608;52.2108885;https://www.otodom.pl/oferta/2-pokoje-warszawa-mokotow-ID3KqWy.html;21.0085384;secondary;1;1;0;.;274;460000;PLN;ponad 14 dni temu;400 z³;2;0;0;0;0;0;0;0;38.5;08.09.2018;.;1968
Warszawa, Szczêœliwice, W³odarzewska;.;.;.;ready_to_use;Szczêœliwice;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;6 (z 8);urban;55321928;52.2021313;https://www.otodom.pl/oferta/3-pok-na-szczesliwicach-wysoki-standard-ID3K7La.html;20.9554848;secondary;0;0;0;full_ownership;440;799000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;68.18;ponad 14 dni temu;.;2008
