address;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;id;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction
Warszawa, Wola;9 Grudnia 2018;.;apartment;.;Wola;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;2 (z 7);urban;55527844;52.23338;https://www.otodom.pl/oferta/nowoczesny-apartament-w-biznesowej-czesci-woli-wy-ID3KZko.html;20.95718;secondary;1;1;1;full_ownership;208;799000;PLN;01.09.2018;.;2;0;0;0;0;0;0;0;53;09.09.2018;plastic;2019
Warszawa, Praga-Pó³noc,  Wrzesiñska;.;.;block;to_completion;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 7);urban;55435696;52.2498591;https://www.otodom.pl/oferta/nowosc-2pokoje-balkon-w-okolicy-metro-ID3KBm8.html;21.034932;primary;1;1;0;full_ownership;267;444136;PLN;ponad 14 dni temu;.;2;0;0;1;1;1;0;0;39.93;ponad 14 dni temu;plastic;.
Warszawa, Praga-Pó³noc;.;.;.;.;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 6);.;55336968;52.2633;https://www.otodom.pl/oferta/panoramiczne-okna-kameralne-osiedle-loggia-ID3KbFK.html;21.02832;primary;1;1;1;full_ownership;288;548800;PLN;ponad 14 dni temu;.;2;0;0;1;0;0;0;0;59.5;ponad 14 dni temu;wooden;2018
Warszawa, Radoœæ, Izbicka;.;concrete;apartment;.;Radoœæ;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1 (z 1);urban;54789664;52.182627;https://www.otodom.pl/oferta/luksusowy-apartament-w-cichej-okolicy-ID3HTig.html;21.2120774;secondary;0;0;0;.;407;890000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;122;08.09.2018;plastic;2015
Warszawa, ¯oliborz;.;.;.;.;¯oliborz;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2 (z 7);.;55047592;52.26971;https://www.otodom.pl/oferta/tylko-u-nas-2-pokoje-w-sadach-zoliborskich-ID3IYoo.html;20.98462;secondary;1;1;1;.;866;360000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;38;ponad 14 dni temu;.;1970
Warszawa, Bia³o³êka,  Ostródzka;.;brick;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2 (z 2);urban;54114108;52.32899;https://www.otodom.pl/oferta/nowe-i-gotowe-do-wprowadzenia-245000-ID3F3yc.html;21.00768;primary;1;1;1;full_ownership;1703;245000;PLN;ponad 14 dni temu;.;2;0;1;1;1;1;0;0;44;28.08.2018;plastic;2017
Warszawa, Mokotów, Chocimska;.;.;.;.;Mokotów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;.;55492292;52.2098607;https://www.otodom.pl/oferta/mieszkanie-45-m-warszawa-ID3KQ4Y.html;21.0232717;secondary;0;0;0;.;216;790000;PLN;30.08.2018;.;2;0;0;0;0;0;0;0;45;30.08.2018;.;.
Warszawa, Bia³o³êka,  Marywilska 58;.;.;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;5 (z 5);.;54200704;52.31865546952844;https://www.otodom.pl/oferta/mieszkanie-2-pokoje-z-osobna-kuchnia-c-193-ID3Fq4U.html;20.998839439086904;primary;1;1;1;.;617;327930;PLN;ponad 14 dni temu;.;2;0;0;1;1;1;0;0;51;02.09.2018;.;2019
Warszawa, Wawer;.;.;apartment;to_completion;Wawer;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;parter (z 2);boiler_room;55245216;52.19622;https://www.otodom.pl/oferta/warszawa-wawer-willa-189-00-m2-ID3JNNS.html;21.17823;primary;1;1;1;.;333;977300;PLN;ponad 14 dni temu;.;5;0;1;1;1;1;0;0;189;ponad 14 dni temu;plastic;.
Warszawa, Bia³o³êka, 1 pokojowe Bia³o³êka;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;parter (z 3);urban;54691896;52.32899;https://www.otodom.pl/oferta/mieszkanie-28-20-m-warszawa-ID3HtRm.html;21.00768;primary;0;0;0;full_ownership;546;220000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;28.2;04.09.2018;.;2019
Warszawa, Ochota, Gorlicka;.;reinforced_concrete;block;ready_to_use;Ochota;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4 (z 4);urban;51407396;52.1958399;https://www.otodom.pl/oferta/ochota-3-pokoje-zielona-okolica-sprawdz-ID3tHpy.html;20.9739319;secondary;1;1;1;cooperative_ownership;14179;420000;PLN;ponad 14 dni temu;730 z³;3;0;0;0;0;0;0;0;56.3;08.09.2018;plastic;1971
Warszawa, Ochota;.;.;block;to_completion;Ochota;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4 (z 5);urban;55435812;52.19766119812698;https://www.otodom.pl/oferta/narozne-m4-na-ochocie-2-balkony-ID3KBo0.html;20.956283671875;primary;1;1;0;full_ownership;350;543242;PLN;ponad 14 dni temu;.;4;0;0;1;1;1;0;0;74.93;27.08.2018;plastic;.
Warszawa, Wilanów,  Rzeczypospolitej;.;.;.;.;Wilanów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3 (z 4);.;55404036;52.1546;https://www.otodom.pl/oferta/apartament-dla-wymagajacych-2pok-taras-garaz-winda-ID3Kt7u.html;21.083081;secondary;0;0;0;.;824;574999;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;50.3;07.09.2018;.;2008
Warszawa, Stary ¯oliborz;3 Wrzeœnia 2018;brick;tenement;to_renovation;Stary ¯oliborz;0;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1 (z 1);gas;55534244;52.26593144915691;https://www.otodom.pl/oferta/mieszkanie-ogrod-garaz-ID3L0ZC.html;20.987792539672856;secondary;0;0;0;full_ownership;597;2200000;PLN;02.09.2018;100 z³;4;0;0;0;1;0;0;0;110;08.09.2018;plastic;1948
Warszawa, ¯oliborz;.;.;.;.;¯oliborz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 4);.;55351840;52.26971;https://www.otodom.pl/oferta/mieszkanie-37-m-warszawa-ID3KfxC.html;20.98462;secondary;0;0;0;.;487;340000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;37;ponad 14 dni temu;.;.
Warszawa, Wola,  Pawia;.;.;block;to_completion;Wola;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 8);urban;55399280;52.245156;https://www.otodom.pl/oferta/apartament-85m2-4-przestronne-pokoje-na-woli-ID3KrSM.html;20.9860286;primary;1;1;0;.;273;822469;PLN;ponad 14 dni temu;.;4;0;0;1;1;1;0;0;85.23;ponad 14 dni temu;plastic;.
Warszawa, Centrum, Jerozolimskie Al.;.;brick;tenement;.;Centrum;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6 (z 6);urban;55420840;52.1947951;https://www.otodom.pl/oferta/mieszkanie-63-20-m-warszawa-ID3Kxuv.html;20.9262445;secondary;0;1;0;full_ownership;306;670000;PLN;ponad 14 dni temu;658 z³;3;0;0;0;1;0;0;0;63.2;ponad 14 dni temu;plastic;.
Warszawa, Praga-Po³udnie, Ostatnia kawalerska w inwestycji, odd kuchnia! polecam;.;.;.;.;Praga-Po³udnie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 (z 7);.;55404672;52.232879951359;https://www.otodom.pl/oferta/ostatnia-kawalerska-w-inwestycji-oddzielna-kuchnia-ID3KthK.html;21.104931105835;primary;0;0;0;.;312;295017;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;31.83;29.08.2018;.;2019
Warszawa, Bemowo,  gen. Tadeusza Pe³czyñskiego;.;other;apartment;to_completion;Bemowo;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1 (z 14);.;55561984;52.2419112;https://www.otodom.pl/oferta/4-pokoje-blisko-metra-w-rewelacyjnej-cenie-ID3L8d2.html;20.9053732;primary;0;0;0;full_ownership;146;586753;PLN;04.09.2018;.;4;0;1;0;1;1;0;0;75.71;06.09.2018;.;.
Warszawa, Ochota;.;.;apartment;.;Ochota;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1 (z 6);urban;55208288;52.203557;https://www.otodom.pl/oferta/ochota-28m2-kawalerka-ID3JEcg.html;20.98423;primary;0;0;0;full_ownership;1040;242200;PLN;ponad 14 dni temu;.;1;0;0;1;0;0;0;0;28;07.09.2018;plastic;2018
Warszawa, Bemowo, Lazurowa;.;concrete_plate;block;to_completion;Bemowo;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3 (z 3);.;55298196;52.23614;https://www.otodom.pl/oferta/mieszkanie-62-m-warszawa-ID3K1Ao.html;21.00817;secondary;1;1;0;cooperative_ownership;461;408000;PLN;ponad 14 dni temu;550 z³;3;0;0;0;0;0;0;0;62;ponad 14 dni temu;plastic;1979
Warszawa, Mokotów,  Bobrowiecka;.;other;apartment;to_completion;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 6);.;55272496;52.19832;https://www.otodom.pl/oferta/wspaniala-lokalizacja-na-mokotowie-ID3JUTS.html;21.01715;primary;0;0;0;full_ownership;442;436800;PLN;ponad 14 dni temu;.;2;0;1;0;1;1;0;0;40.11;08.09.2018;wooden;.
Warszawa, Ursynów, Witolda Ma³cu¿yñskiego;.;concrete_plate;block;ready_to_use;Ursynów;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;3 (z 10);urban;55629208;52.1375817;https://www.otodom.pl/oferta/3-pokoje-na-ursynowie-przy-metrze-natolin-ID3LpHi.html;21.0550245;secondary;1;0;0;cooperative_ownership_with_mortgage_register;125;612000;PLN;07.09.2018;870 z³;3;0;0;0;0;0;0;0;68;07.09.2018;plastic;1986
Warszawa, Œródmieœcie, Grzybowska;.;.;apartment;ready_to_use;Œródmieœcie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;10 (z 11);urban;55613720;52.2370649;https://www.otodom.pl/oferta/apartament-w-centrum-miasta-ID3LlFu.html;21.002357;secondary;1;1;1;.;149;1700000;PLN;06.09.2018;1 200 z³;4;0;0;0;0;1;0;0;115;06.09.2018;plastic;2007
Warszawa, Bia³o³êka, G³êbocka;.;.;apartment;to_completion;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1 (z 3);.;55601064;52.32899;https://www.otodom.pl/oferta/kameralne-osiedle-w-niskiej-zabudowie-ID3Linm.html;21.00768;primary;0;0;0;full_ownership;120;310623;PLN;06.09.2018;.;2;0;0;1;1;1;0;0;44.08;06.09.2018;.;.
Warszawa, Wilanów;.;.;block;to_completion;Wilanów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1 (z 4);urban;55527284;52.15613;https://www.otodom.pl/oferta/mieszkanie-warszawa-wilanow-72-47-m2-ID3KZbm.html;21.11163;primary;1;1;1;.;283;654042;PLN;01.09.2018;.;3;0;1;1;1;1;0;0;72.47;03.09.2018;wooden;.
Warszawa, Sady ¯oliborskie, Popie³uszki Jerzego ks.;.;brick;block;ready_to_use;Sady ¯oliborskie;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4 (z 4);urban;55416664;52.2668078;https://www.otodom.pl/oferta/mieszkanie-56-m-warszawa-ID3Kvpa.html;20.9767022;secondary;0;1;0;full_ownership;409;476000;PLN;ponad 14 dni temu;618 z³;2;0;1;0;1;0;0;0;56;ponad 14 dni temu;plastic;1956
Warszawa, Ursus, Stanis³awa Bodycha;.;.;block;ready_to_use;Ursus;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4 (z 7);.;55545596;52.1824798;https://www.otodom.pl/oferta/mieszkanie-53-m-warszawa-ID3L3VI.html;20.8837927;secondary;1;1;0;.;189;375000;PLN;03.09.2018;750 z³;2;0;0;0;0;0;0;0;53;08.09.2018;.;2001
Warszawa, Skorosze, W³adys³awa Hassa;.;brick;.;ready_to_use;Skorosze;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 6);urban;55398176;52.1885181;https://www.otodom.pl/oferta/mieszkanie-ID3KrAY.html;20.8967277;secondary;1;1;1;full_ownership;655;335000;PLN;ponad 14 dni temu;.;2;0;0;0;0;1;0;0;41;ponad 14 dni temu;plastic;2005
Warszawa, Bielany, Encyklopedyczna;.;.;block;ready_to_use;Bielany;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;parter (z 5);.;55403588;52.3047431;https://www.otodom.pl/oferta/mieszkanie-78-70-m-warszawa-ID3Kt0g.html;20.926738;secondary;1;1;0;full_ownership;303;630000;PLN;ponad 14 dni temu;550 z³;3;0;0;0;0;0;0;0;78.7;ponad 14 dni temu;plastic;2011
Warszawa, Bielany;.;.;.;.;Bielany;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;.;55248408;52.29332;https://www.otodom.pl/oferta/mieszkanie-147-85-m-warszawa-ID3JODm.html;20.92866;primary;0;0;0;.;114;2000000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;147.85;03.09.2018;.;2018
Warszawa, Nowodwory, Odkryta;.;other;block;.;Nowodwory;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4 (z 4);.;55536660;52.33;https://www.otodom.pl/oferta/mieszkanie-43-20-m-warszawa-ID3L1CA.html;20.93;secondary;0;0;0;.;208;350000;PLN;03.09.2018;.;2;0;0;0;0;0;0;0;43.2;07.09.2018;plastic;2001
Warszawa, Œródmieœcie, Grzybowska;.;.;.;.;Œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 5);.;55056088;52.2348826;https://www.otodom.pl/oferta/4-pokoje-apartament-grzybowska-0-prowizji-0-pcc-ID3J0Bq.html;20.9918203;primary;0;0;0;.;594;820638;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;75.71;08.09.2018;.;2018
Warszawa, Wola;.;brick;tenement;ready_to_use;Wola;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3 (z 3);urban;54985772;52.23338;https://www.otodom.pl/oferta/ciche-i-zielone-2-pok-50m2-wola-mlynow-ID3IIji.html;20.95718;secondary;1;1;1;full_ownership;3548;399000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;49.4;07.09.2018;plastic;1950
Warszawa, Wilanów, Hlonda;.;other;block;.;Wilanów;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1 (z 4);.;55570208;52.16;https://www.otodom.pl/oferta/mieszkanie-66-20-m-warszawa-ID3LalG.html;21.07;secondary;0;0;0;.;195;728200;PLN;04.09.2018;.;3;0;0;0;0;0;0;0;66.2;06.09.2018;plastic;2012
Warszawa, Wilanów, Aleja Rzeczypospolitej;.;.;.;.;Wilanów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 4);.;55131672;52.1611563;https://www.otodom.pl/oferta/dwupoziomowy-sloneczny-penthouse-do-dowolnej-ara-ID3Jkgv.html;21.071595;secondary;0;0;0;full_ownership;614;943000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;107.8;05.09.2018;.;2018
Warszawa;.;other;block;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;parter (z 3);urban;55495616;52.23614;https://www.otodom.pl/oferta/wyjatkowe-45m2-z-ogrodem-odlicz-vat-ID3KQVA.html;21.00817;primary;0;0;0;.;351;333000;PLN;30.08.2018;.;2;0;0;0;0;0;0;0;45;06.09.2018;plastic;2018
Warszawa;.;.;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 5);.;55615900;52.23614;https://www.otodom.pl/oferta/mieszkanie-w-pieknej-lokalizacji-w-warszawie-ID3LmeE.html;21.00817;primary;0;0;0;.;117;407968;PLN;06.09.2018;.;3;0;0;1;1;0;0;0;56.31;07.09.2018;.;.
Warszawa, ¯oliborz;.;.;.;.;¯oliborz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 (z 6);.;55351900;52.26971;https://www.otodom.pl/oferta/mieszkanie-82-m-warszawa-ID3KfyA.html;20.98462;secondary;0;0;0;.;362;875000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;82;ponad 14 dni temu;.;.
Warszawa, Wilanów;.;.;.;.;Wilanów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;.;55035848;52.15613;https://www.otodom.pl/oferta/nowe-funkcjonalny-rozklad-dwa-balkony-ID3IWkY.html;21.11163;primary;0;0;0;.;374;654177;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;84.41;05.09.2018;.;2019
Warszawa, Mokotów;9 Wrzeœnia 2018;concrete_plate;block;ready_to_use;Mokotów;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;9 (z 11);urban;55372116;52.19832;https://www.otodom.pl/oferta/zadbana-kawalerka-na-stegnach-polecam-ID3KkOE.html;21.01715;secondary;1;1;0;cooperative_ownership;378;289000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;31;09.09.2018;plastic;1976
Warszawa, W³ochy, ZAMIESZKAJ JU¯ DZIŒ;.;.;.;.;W³ochy;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;2 (z 3);.;55136428;52.17991;https://www.otodom.pl/oferta/mieszkanie-85-01-m-warszawa-ID3Jlwe.html;20.94782;primary;0;0;0;full_ownership;459;692000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;85.01;04.09.2018;.;2018
Warszawa, Bia³o³êka, Ksi¹¿kowa;.;.;block;.;Bia³o³êka;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;2 (z 3);urban;55568256;52.3291077;https://www.otodom.pl/oferta/mieszkanie-41-m-warszawa-ID3L9Qc.html;20.9439986;secondary;0;0;0;full_ownership;188;299000;PLN;04.09.2018;.;2;0;0;1;1;0;0;0;41;04.09.2018;plastic;1999
Warszawa, Targówek, Borzymowska;.;.;.;.;Targówek;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;.;55491644;52.2762145;https://www.otodom.pl/oferta/mieszkanie-28-m-warszawa-ID3KPUv.html;21.0471697;secondary;0;0;0;.;215;299000;PLN;30.08.2018;.;1;0;0;0;0;0;0;0;28;30.08.2018;.;.
Warszawa, Stara Praga,  Wrzesiñska;.;.;apartment;to_completion;Stara Praga;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 7);.;55570492;52.2498591;https://www.otodom.pl/oferta/swietna-komunikacja-idealne-dla-pary-lub-singla-ID3Laqg.html;21.034932;primary;0;0;0;.;249;379200;PLN;04.09.2018;.;2;0;1;0;1;1;0;0;27.71;06.09.2018;.;.
Warszawa, ¯oliborz,  Ludwika Rydygiera;30 Sierpnia 2018;reinforced_concrete;apartment;ready_to_use;¯oliborz;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;4 (z 6);urban;55500552;52.25827192256449;https://www.otodom.pl/oferta/doskonaly-dla-rodziny-4-pokojowy-apartament-2012r-ID3KSec.html;20.97467622800293;secondary;1;1;0;full_ownership;378;1550000;PLN;30.08.2018;950 z³;4;0;1;1;1;1;0;0;115;01.09.2018;wooden;2012
Warszawa, Bemowo;.;.;.;.;Bemowo;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;2 (z 10);.;55622268;52.24091;https://www.otodom.pl/oferta/trzy-duze-pokoje-na-jelonkach-przy-samym-parku-ID3LnTm.html;20.91133;secondary;0;0;0;.;143;433000;PLN;07.09.2018;600 z³;3;0;0;0;0;0;0;0;62;07.09.2018;plastic;.
Warszawa, Marysin Wawerski,  Minerska;.;.;apartment;ready_to_use;Marysin Wawerski;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1 (z 3);.;55295400;52.23225662067887;https://www.otodom.pl/oferta/gustownie-wykonczone-do-wejscia-nowe-budownictwo-ID3K0Ri.html;21.133675587158198;secondary;0;1;0;full_ownership;607;439000;PLN;ponad 14 dni temu;500 z³;2;0;0;1;1;1;0;0;49;ponad 14 dni temu;.;2008
Warszawa, Œródmieœcie,  Zbawiciela;.;brick;tenement;to_renovation;Œródmieœcie;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;3 (z 4);urban;54599560;52.2196383;https://www.otodom.pl/oferta/mieszkanie-91-12-m-warszawa-ID3H5Q4.html;21.0177595;secondary;1;1;1;full_ownership;1499;890000;PLN;ponad 14 dni temu;785 z³;3;0;0;0;0;0;0;0;91.12;26.08.2018;plastic;1950
Warszawa, Bia³o³êka, Huczna;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 (z 5);.;54931740;52.30765545;https://www.otodom.pl/oferta/bliski-tarchomin-10-minut-do-metra-ID3IufO.html;20.98580338;primary;0;0;0;full_ownership;211;571200;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;86.17;08.09.2018;.;2018
Warszawa, Bemowo, Budy;.;.;block;.;Bemowo;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;8 (z 9);urban;55568052;52.2418397;https://www.otodom.pl/oferta/mieszkanie-65-m-warszawa-ID3L9MU.html;20.9203224;secondary;0;0;0;full_ownership;141;530000;PLN;04.09.2018;.;3;0;0;1;1;0;0;0;65;04.09.2018;plastic;1990
Warszawa, Klimczaka 10;.;brick;apartment;ready_to_use;.;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;1 (z 4);boiler_room;43143783;52.44254785;https://www.otodom.pl/oferta/miasteczko-wilanow-wysoki-standard-klimczaka-10-ID2W1Ft.html;20.93263899;secondary;1;1;1;full_ownership;512;619000;PLN;ponad 14 dni temu;640 z³;2;1;1;1;1;1;1;0;61;03.09.2018;wooden;2004
Warszawa, Praga-Pó³noc, Wileñska;.;brick;block;.;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2 (z 6);urban;55399200;52.25812;https://www.otodom.pl/oferta/nowa-inwestycja-duzy-wybor-mieszkan-0-prowizji-ID3KrRu.html;21.04015;primary;0;0;0;full_ownership;251;703200;PLN;ponad 14 dni temu;.;4;0;0;0;1;0;0;0;79.79;ponad 14 dni temu;.;2021
Warszawa, Ochota, ¯wirki i Wigury;.;concrete_plate;block;ready_to_use;Ochota;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;parter (z 10);urban;55348852;52.1921113;https://www.otodom.pl/oferta/ciche-2-pokoje-blisko-uniwersytet-medyczny-ID3KeLq.html;20.9815224;secondary;0;0;0;cooperative_ownership;353;370000;PLN;ponad 14 dni temu;390 z³;2;0;0;0;0;0;0;0;41.1;28.08.2018;plastic;1971
Warszawa, Mokotów, Wa³brzyska;.;.;block;to_completion;Mokotów;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;7 (z 10);.;55578100;52.1734402;https://www.otodom.pl/oferta/mieszkanie-90-90-m-warszawa-ID3LcoY.html;21.0281332;secondary;1;1;0;cooperative_ownership;172;739000;PLN;05.09.2018;997 z³;4;0;0;0;0;0;0;0;90.9;05.09.2018;plastic;1974
Warszawa, Praga-Pó³noc,  Wrzesiñska;.;.;block;to_completion;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 7);urban;55486856;52.2498591;https://www.otodom.pl/oferta/praga-pln-kawalerka-balkon-15min-do-centrum-ID3KOFi.html;21.034932;primary;1;1;0;full_ownership;212;350300;PLN;29.08.2018;.;1;0;0;1;1;1;0;0;32.49;31.08.2018;plastic;.
Warszawa, Ursynów, K³obucka;.;.;.;.;Ursynów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 4);.;55065480;52.1635812;https://www.otodom.pl/oferta/mieszkanie-40-16-m-warszawa-ID3J32U.html;20.9922671;primary;0;0;0;full_ownership;460;332000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;40.16;05.09.2018;.;2019
Warszawa, Wola, Pustola;.;concrete_plate;block;to_renovation;Wola;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3 (z 4);urban;55626268;52.2323092;https://www.otodom.pl/oferta/mieszkanie-48-20-m-warszawa-ID3LoWS.html;20.9357448;secondary;1;1;1;full_ownership;315;339000;PLN;07.09.2018;471 z³;3;0;0;0;0;1;0;0;48.2;08.09.2018;plastic;1967
Warszawa, Bia³o³êka;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1 (z 2);.;52814059;52.32899;https://www.otodom.pl/oferta/46m2-niedaleko-ch-targowek-ID3zBlF.html;21.00768;primary;1;1;1;full_ownership;2350;301793;PLN;ponad 14 dni temu;.;2;0;0;1;1;1;0;0;46;27.08.2018;plastic;.
Warszawa, Rakowiec, Pruszkowska;.;.;.;.;Rakowiec;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 4);.;55630928;52.2018074;https://www.otodom.pl/oferta/kawalerka-przy-wum-na-pruszkowskiej-ID3Lq92.html;20.9795006;secondary;0;0;0;.;151;279000;PLN;07.09.2018;.;1;0;0;0;0;0;0;0;26.7;07.09.2018;.;1972
Warszawa, Goc³aw, Miko³ajczyka;.;brick;block;to_renovation;Goc³aw;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1 (z 2);urban;55047932;52.224999542236;https://www.otodom.pl/oferta/goclaw-5-pokojowe-100-mkw-przy-centrum-promenada-ID3IYtS.html;21.09500038147;secondary;1;0;0;.;492;765000;PLN;ponad 14 dni temu;.;5;0;0;0;0;0;0;0;100;03.09.2018;.;1992
Warszawa, Ursynów,  Puszczyka;.;concrete_plate;block;ready_to_use;Ursynów;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1 (z 4);urban;44722862;52.1576532;https://www.otodom.pl/oferta/sprzedam-bezposrednio-agencjom-dziekujemy-ID31Esu.html;21.0222329;secondary;1;1;1;cooperative_ownership;394;650000;PLN;ponad 14 dni temu;830 z³;3;0;1;0;1;0;0;0;85;ponad 14 dni temu;plastic;1977
Warszawa, Bemowo, Antoniego Kocjana;.;brick;block;.;Bemowo;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;parter (z 4);urban;55517688;52.2515823;https://www.otodom.pl/oferta/bemowo-mieszkanie-3-pokojowe-z-ogrodem-ID3KVGA.html;20.8828751;secondary;0;0;0;full_ownership;238;685000;PLN;31.08.2018;700 z³;2;0;0;0;0;0;0;0;70;01.09.2018;wooden;2009
