Borough;City;Neighbourhood;Street;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;orig_street;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Neighbourhood_filled;appartment_floor_no;building_floor_no;price_per_sqm;age;age_mean;age_mode;age_median;age_random;Id
wilanów;warszawa;wilanów królewski;sarmacka;.;missing;missing;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;missing;52.1638789;https://www.otodom.pl/oferta/balkon-2-lazienki-2-x-garaz-ID3rMc8.html;21.0753789;secondary;1;1;1;True;full_ownership;3511;855600.0;PLN;15;.;3;0;0;0;0;1;0;0;93;1;wooden;2006;wilanów królewski;2;4;9200.0;13.0;13.0;13.0;13.0;13.0;50949128
wola;warszawa;odolany;kasprzaka marcina;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;missing;52.23338;https://www.otodom.pl/oferta/23-vat-odlicz-wus-mikroapartament-balkon-18m-netto-ID3FjLu.html;20.95718;primary;0;0;0;False;missing;1051;204878.0;PLN;15;10.0;1;0;0;0;1;1;0;0;18;12;missing;.;odolany;gt10;27;11382.111111111111;1.0;1.0;1.0;1.0;1.0;54176436
œródmieœcie;warszawa;ujazdów;czerniakowska;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.2070412;https://www.otodom.pl/oferta/kawalerka-na-mokotowie-ID3Kngs.html;21.0486916;secondary;0;0;0;True;missing;359;293000.0;PLN;15;.;1;0;0;0;0;0;0;0;27;3;missing;1970;ujazdów;7;10;10851.851851851852;49.0;49.0;49.0;49.0;49.0;55381528
mokotów;.;siekierki;batalionu ak „karpaty”;.;missing;missing;ready_to_use;.;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;missing;52.23614;https://www.otodom.pl/oferta/mieszkanie-54-33-m-warszawa-ID3JMOc.html;21.00817;secondary;1;1;0;False;full_ownership;413;599000.0;PLN;15;580.0;2;0;0;0;0;0;0;0;54;15;plastic;2012;siekierki;groundfloor;3;11092.592592592593;7.0;7.0;7.0;7.0;7.0;55241392
mokotów;warszawa;stary mokotów;jaros³awa d¹browskiego;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.23614;https://www.otodom.pl/oferta/luksusowy-apartament-155-m2-stary-mokotow-ID3dXKk.html;21.00817;secondary;0;0;0;True;full_ownership;3540;3200000.0;PLN;15;.;4;0;0;0;0;0;0;0;154;15;missing;.;stary mokotów;1;missing;20779.22077922078;.;13.131868131868131;58.0;1.0;0.0;47656940
œródmieœcie;warszawa;ujazdów;czerniakowska;.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;urban;52.21817216614045;https://www.otodom.pl/oferta/kamienica-ujazdow-62m2-2pok-1p-inwestycja-ID3K2Ug.html;21.046422904968257;secondary;0;0;0;True;full_ownership;417;599000.0;PLN;15;650.0;2;0;0;0;1;0;0;0;62;15;missing;1933;ujazdów;1;4;9661.290322580646;86.0;86.0;86.0;86.0;86.0;55303272
wola;warszawa;ko³o;aleja prymasa tysi¹clecia;2018-10-25;other;block;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.22282;https://www.otodom.pl/oferta/nowe-3-pokoje-bliska-wola-promocyjna-cena-44-07m2-ID3IUY0.html;20.95724;secondary;1;1;1;True;full_ownership;2284;371281.0;PLN;15;.;3;0;1;1;1;1;0;0;44;15;missing;2018;ko³o;7;14;8438.204545454546;1.0;1.0;1.0;1.0;1.0;55034424
wilanów;warszawa;b³onia wilanowskie;hlonda augusta, ks. prymasa;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;missing;52.15881;https://www.otodom.pl/oferta/super-lokalizacja-i-cena-ID3Ds7y.html;21.06675;secondary;0;0;0;False;full_ownership;1198;540000.0;PLN;15;.;2;0;0;0;0;0;0;0;58;10;missing;.;b³onia wilanowskie;1;4;9310.344827586207;.;7.155172413793103;17.0;6.0;0.0;53731900
ursynów;warszawa;.;.;.;missing;block;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;urban;52.13785;https://www.otodom.pl/oferta/trzy-pokoje-do-wejscia-ID3JV1a.html;21.02912;secondary;1;1;0;False;missing;441;595000.0;PLN;15;650.0;3;0;0;0;0;0;0;0;64;5;plastic;1986;ursynów;2;3;9296.875;33.0;33.0;33.0;33.0;33.0;55276792
œródmieœcie;warszawa;powiœle;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;missing;52.23644;https://www.otodom.pl/oferta/okazja-mieszkanie-z-potencjalemloggia-piwnica-ID3K2fm.html;21.02742;secondary;0;0;0;False;cooperative_ownership;582;399000.0;PLN;15;.;1;0;0;0;0;0;0;0;38;15;missing;1968;powiœle;8;10;10500.0;51.0;51.0;51.0;51.0;51.0;55300736
wola;warszawa;.;.;.;missing;block;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;urban;52.23338;https://www.otodom.pl/oferta/wola-3-pokoje-66m2-wysoki-standard-bezposrednio-ID3FQtV.html;20.95718;secondary;0;0;0;False;missing;656;699000.0;PLN;15;.;3;0;0;0;0;0;0;0;66;14;wooden;2009;wola;groundfloor;5;10590.90909090909;10.0;10.0;10.0;10.0;10.0;54302200
ursynów;warszawa;ursynów pó³nocny;nowoursynowska;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;missing;52.154671;https://www.otodom.pl/oferta/przestronne-mieszkanie-na-warszawskim-ursynowie-ID3JWqI.html;21.0559376;secondary;1;1;0;True;full_ownership;436;899000.0;PLN;15;575.0;4;0;0;0;0;0;0;0;132;15;plastic;1995;ursynów pó³nocny;3;3;6810.606060606061;24.0;24.0;24.0;24.0;24.0;55274532
ursynów;warszawa;ursynów pó³nocny;nowoursynowska;.;missing;block;missing;.;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;missing;52.157214;https://www.otodom.pl/oferta/oto-dzielo-architekta-wnetrz-tu-wszystko-pasuje-ID3JMFq.html;21.05625;secondary;0;0;1;True;missing;606;899000.0;PLN;15;990.0;4;0;0;0;0;0;0;0;155;15;plastic;1995;ursynów pó³nocny;3;4;5800.0;24.0;24.0;24.0;24.0;24.0;55240848
bia³o³êka;warszawa;nowodwory;strumykowa;2019-02-01;brick;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;urban;52.32591;https://www.otodom.pl/oferta/rodzinne-4-pokojowe-mieszkanie-na-bialolece-ID3LdMc.html;20.947;secondary;0;0;0;True;full_ownership;160;735000.0;PLN;5;.;4;0;1;0;1;1;0;0;117;2;missing;2010;nowodwory;3;4;6282.051282051282;9.0;9.0;9.0;9.0;9.0;55583384
praga pó³noc;warszawa;szmulowizna;targowa;.;brick;tenement;to_renovation;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;urban;52.254586;https://www.otodom.pl/oferta/zamieszkaj-w-sercu-pragi-50m2-w-kamienicy-ID3KGTG.html;21.036421;secondary;0;0;0;True;missing;386;395000.0;PLN;13;.;1;0;0;0;1;1;0;0;50;13;plastic;1928;szmulowizna;3;4;7900.0;91.0;91.0;91.0;91.0;91.0;55456996
wola;warszawa;ko³o;górczewska;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;urban;52.2395268;https://www.otodom.pl/oferta/idealne-trzypokojowe-ID3LlIk.html;20.9026847;secondary;0;0;0;True;missing;135;570000.0;PLN;4;490.0;2;0;0;0;0;0;0;0;60;4;missing;2008;ko³o;1;6;9500.0;11.0;11.0;11.0;11.0;11.0;55613896
œródmieœcie;warszawa;powiœle;tamka;2018-08-31;brick;tenement;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;urban;52.23638;https://www.otodom.pl/oferta/do-sprzedania-mieszkanie-w-kamienicy-na-powislu-ID3KZiE.html;21.02178;secondary;1;1;1;True;full_ownership;275;1450000.0;PLN;9;.;4;1;1;1;1;1;0;0;98;7;missing;1926;powiœle;1;5;14795.918367346938;93.0;93.0;93.0;93.0;93.0;55527736
œródmieœcie;warszawa;œródmieœcie pó³nocne;aleja jana paw³a ii;.;other;block;to_renovation;.;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;urban;52.244;https://www.otodom.pl/oferta/mieszkanie-w-srodmiesciu-w-doskonalym-punkcie-ID3Kw9V.html;20.983999771118;secondary;0;1;0;False;missing;962;480000.0;PLN;15;.;3;0;0;0;0;0;0;0;54;7;missing;1963;œródmieœcie pó³nocne;1;9;8888.888888888889;56.0;56.0;56.0;56.0;56.0;55411876
wola;warszawa;mirów;towarowa;.;concrete;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.23614;https://www.otodom.pl/oferta/mieszkanie-116-67-m-warszawa-ID3IAPa.html;21.00817;secondary;0;0;0;True;cooperative_ownership;318;1220000.0;PLN;15;.;3;0;0;0;0;0;0;0;117;15;missing;2012;mirów;7;7;10427.350427350428;7.0;7.0;7.0;7.0;7.0;54956996
wola;warszawa;mirów;pañska;.;reinforced_concrete;block;to_renovation;.;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;missing;52.23179174;https://www.otodom.pl/oferta/doskonala-lokalizacja-3-pok-na-panskiej-ID3JGTa.html;20.9972203;secondary;0;0;0;True;full_ownership;423;449000.0;PLN;15;530.0;3;0;0;0;0;0;0;0;43;2;plastic;1967;mirów;5;10;10441.860465116279;52.0;52.0;52.0;52.0;52.0;55218636
bielany;warszawa;marymont-kaskada;zab³ociñska;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;missing;52.2788035;https://www.otodom.pl/oferta/apartament-z-tarasem-ponad-60m2-ID3Lf1K.html;20.9637615;primary;0;0;0;True;missing;117;1150750.0;PLN;5;.;4;0;0;0;0;0;0;0;92;2;missing;.;marymont-kaskada;groundfloor;2;12508.152173913044;1.0;1.0;1.0;1.0;1.0;55588192
bemowo;warszawa;fort bema;obroñców tobruku;2018-07-16;breezeblock;block;ready_to_use;.;1;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;urban;52.24091;https://www.otodom.pl/oferta/nowoczesne-2-pokoje-w-okolicy-fortow-bema-ID3I9Us.html;20.91133;secondary;0;0;0;True;full_ownership;655;589000.0;PLN;15;600.0;2;0;1;1;1;1;0;0;53;10;plastic;2009;fort bema;2;5;11113.207547169812;10.0;10.0;10.0;10.0;10.0;54853536
œródmieœcie;warszawa;œródmieœcie po³udniowe;plac konstytucji;.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;urban;52.2219247;https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-blisko-metra-centrum-goto-ID3LqTV.html;21.0159401;secondary;0;1;0;True;full_ownership;150;730000.0;PLN;3;580.0;3;0;0;0;0;0;0;0;58;3;missing;.;œródmieœcie po³udniowe;3;missing;12586.206896551725;.;83.6788990825688;18.0;81.0;93.0;55633836
praga po³udnie;warszawa;saska kêpa;arabska;2018-07-30;missing;block;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.22326;https://www.otodom.pl/oferta/saska-kepa-piekne-3-pokoje-spokojna-okolica-ID3J4Bi.html;21.06795;secondary;0;0;0;True;full_ownership;1026;550000.0;PLN;15;.;3;0;0;0;0;0;0;0;50;12;missing;1973;saska kêpa;1;4;11000.0;46.0;46.0;46.0;46.0;46.0;55071456
bemowo;warszawa;jelonki pó³nocne;lazurowa;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;urban;52.22573161857284;https://www.otodom.pl/oferta/sprzedam-3pok-77m-2003-r-w-wa-jelonki-ul-lazurowa-ID3IdtV.html;20.899442623901372;secondary;1;1;1;True;cooperative_ownership_with_mortgage_register;506;585000.0;PLN;15;680.0;3;0;1;0;1;0;0;0;77;15;plastic;2003;jelonki pó³nocne;1;5;7597.402597402597;16.0;16.0;16.0;16.0;16.0;54867268
weso³a;warszawa;groszówka;zachodu s³oñca;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;other;52.21600708;https://www.otodom.pl/oferta/komfort-i-niskie-koszty-brzmi-jak-marzenie-ID3KtYI.html;21.23295767;secondary;0;0;0;True;full_ownership;319;460000.0;PLN;15;.;3;0;0;0;0;0;0;0;88;2;missing;2001;groszówka;3;3;5227.272727272727;18.0;18.0;18.0;18.0;18.0;55407336
mokotów;warszawa;stary mokotów;wiktorska;.;brick;tenement;missing;.;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;urban;52.1991581;https://www.otodom.pl/oferta/metro-raclawicka2-pokojeod-zarazdo-wprowadzenia-ID3LaFu.html;21.0101059;secondary;1;1;1;True;cooperative_ownership;172;589000.0;PLN;6;.;2;0;0;0;0;0;0;0;48;6;plastic;1949;stary mokotów;2;2;12270.833333333334;70.0;70.0;70.0;70.0;70.0;55571436
œródmieœcie;warszawa;stare miasto;plac zamkowy;.;brick;tenement;to_renovation;.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;urban;52.2477961;https://www.otodom.pl/oferta/3-pokoje-na-pl-zamkowym-ID3Kf7y.html;21.013071;secondary;1;1;1;False;full_ownership;335;930000.0;PLN;15;570.0;3;0;0;0;0;0;0;0;60;7;wooden;1959;stare miasto;4;4;15500.0;60.0;60.0;60.0;60.0;60.0;55350224
ursus;warszawa;skorosze;apartamentowa;.;missing;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.194375;https://www.otodom.pl/oferta/3-pokoje-w-ursusie-ID3Ji88.html;20.90452;secondary;0;0;0;True;missing;457;725000.0;PLN;15;900.0;3;0;0;0;0;0;0;0;86;9;plastic;2002;skorosze;1;missing;8430.232558139534;17.0;17.0;17.0;17.0;17.0;55123464
ochota;warszawa;szczêœliwice;drawska;.;other;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;urban;52.2076139;https://www.otodom.pl/oferta/apartament-przy-parku-ID3ArVT.html;20.9558445;secondary;0;0;0;True;full_ownership;2219;1300000.0;PLN;15;1200.0;4;0;0;0;0;1;0;0;102;3;plastic;2009;szczêœliwice;3;6;12745.098039215687;10.0;10.0;10.0;10.0;10.0;53016255
praga pó³noc;warszawa;nowa praga;szanajcy józefa;.;brick;missing;to_renovation;.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;missing;52.2633;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-ul-szanajcy-ID3LncM.html;21.02832;secondary;1;1;0;False;cooperative_ownership;174;455000.0;PLN;3;.;3;0;1;0;1;1;0;0;58;3;wooden;1961;nowa praga;3;3;7844.827586206897;58.0;58.0;58.0;58.0;58.0;55619628
w³ochy;warszawa;za³uski;krakowska, al.;2018-05-07;brick;block;ready_to_use;.;0;1;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;urban;52.20997;https://www.otodom.pl/oferta/mieszkanie-wlochy-55-5-m2-3-pokoje-garaz-ID3Dwtm.html;20.96727;secondary;1;1;0;False;full_ownership;1745;589000.0;PLN;15;530.0;3;0;1;1;1;1;0;0;56;4;plastic;2014;za³uski;1;10;10517.857142857143;5.0;5.0;5.0;5.0;5.0;53744784
praga po³udnie;warszawa;goc³aw;wiatraczna;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;missing;52.2453919;https://www.otodom.pl/oferta/doskonala-komunikacja-z-innymi-dzielnicami-ID3LoEc.html;21.0845187;primary;0;0;0;True;missing;93;333253.0;PLN;3;.;2;0;0;0;1;1;0;0;41;3;missing;.;goc³aw;groundfloor;5;8128.121951219512;1.0;1.0;1.0;1.0;1.0;55625172
praga pó³noc;warszawa;stara praga;œrodkowa;.;missing;block;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.2606185;https://www.otodom.pl/oferta/wyjatkowe-dla-wyjatkowej-osoby-ID3Ilko.html;21.0401075;secondary;0;0;0;True;full_ownership;440;423500.0;PLN;15;.;2;0;0;1;0;0;0;0;38;15;plastic;2017;stara praga;5;6;11144.736842105263;2.0;2.0;2.0;2.0;2.0;54897428
wilanów;warszawa;b³onia wilanowskie;klimczaka franciszka;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;missing;52.16232;https://www.otodom.pl/oferta/swietna-lokalizacja-bardzo-dobry-budynek-ID3FNJK.html;21.08045;secondary;0;0;0;False;full_ownership;2083;950000.0;PLN;15;.;3;0;0;0;0;0;0;0;100;2;missing;.;b³onia wilanowskie;1;4;9500.0;.;7.155172413793103;17.0;6.0;10.0;54291648
wilanów;warszawa;b³onia wilanowskie;branickiego adama;.;missing;block;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.1572118;https://www.otodom.pl/oferta/3-pokoje-z-loggiami-i-garazem-w-miasteczku-wilanow-ID3Jw1y.html;21.0785942;secondary;0;0;0;False;missing;413;930000.0;PLN;15;830.0;3;0;0;0;0;0;0;0;87;5;missing;2008;b³onia wilanowskie;1;4;10689.655172413793;11.0;11.0;11.0;11.0;11.0;55173028
œródmieœcie;warszawa;œródmieœcie po³udniowe;stefana batorego;.;reinforced_concrete;block;ready_to_use;.;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;urban;52.2108885;https://www.otodom.pl/oferta/2-pokoje-mokotow-metro-pola-mokotowskie-ID3KtqM.html;21.0085384;secondary;1;1;1;True;full_ownership;485;390000.0;PLN;15;427.0;2;0;0;0;0;0;0;0;38;6;plastic;1968;œródmieœcie po³udniowe;5;15;10263.157894736842;51.0;51.0;51.0;51.0;51.0;55405232
rembertów;warszawa;stary rembertów;.;.;brick;apartment;ready_to_use;.;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;boiler_room;52.25906;https://www.otodom.pl/oferta/115m2-nowe-wykonczone-mieszkanie-45m2-taras-70m2-ID3JPMk.html;21.17363;secondary;1;1;1;False;full_ownership;1533;565000.0;PLN;15;.;2;0;1;0;1;0;0;0;45;6;plastic;2018;stary rembertów;5;5;12555.555555555555;1.0;1.0;1.0;1.0;1.0;55252808
bemowo;warszawa;lotnisko;powstañców œl¹skich;.;missing;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;missing;52.243815;https://www.otodom.pl/oferta/3-pokoje-z-duzym-tarasem-w-dogodnej-lokalizacji-ID3LdQs.html;20.9123535;secondary;1;1;0;True;full_ownership;146;727200.0;PLN;5;650.0;3;0;0;0;0;0;0;0;72;5;wooden;2008;lotnisko;7;8;10100.0;11.0;11.0;11.0;11.0;11.0;55583648
ursynów;warszawa;stary imielin;roentgena wilhelma konrada ;2018-08-31;brick;apartment;ready_to_use;.;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;urban;52.1463315;https://www.otodom.pl/oferta/luksusowy-apartament-128m2-dwupoziomowy-las-kaback-ID3KFFm.html;21.0280761;secondary;1;1;1;False;full_ownership;367;1199000.0;PLN;14;.;4;1;0;1;1;1;0;0;128;13;plastic;2004;stary imielin;3;4;9367.1875;15.0;15.0;15.0;15.0;15.0;55452264
ochota;warszawa;szczêœliwice;grójecka;.;missing;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;urban;52.23614;https://www.otodom.pl/oferta/2-osobne-pokoje-51-40m2-ochota-ul-grojecka-triton-ID3IQpC.html;21.00817;secondary;0;0;0;True;full_ownership;467;560000.0;PLN;15;.;2;0;0;0;0;0;0;0;51;15;plastic;2012;szczêœliwice;2;6;10980.392156862745;7.0;7.0;7.0;7.0;7.0;55016916
bia³o³êka;warszawa;kobia³ka;mochtyñska;.;brick;block;to_completion;.;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;boiler_room;52.3521386;https://www.otodom.pl/oferta/kawalerka-z-20m-tarasem-ID3KZjO.html;21.0387888;primary;0;0;0;True;missing;302;199055.0;PLN;9;.;1;0;1;1;1;0;0;0;32;7;plastic;2019;kobia³ka;3;4;6220.46875;0.0;0.0;0.0;0.0;0.0;55527808
bielany;warszawa;m³ociny;pasymska;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;urban;52.3065246;https://www.otodom.pl/oferta/dwupoziomowy-apartament-5-pokoi-bielany-ID3JMzG.html;20.9267968;secondary;0;0;0;True;missing;529;1807000.0;PLN;15;1500.0;5;0;0;0;0;1;0;0;172;3;wooden;2014;m³ociny;2;3;10505.813953488372;5.0;5.0;5.0;5.0;5.0;55240492
w³ochy;warszawa;stare w³ochy;solipska;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;urban;52.2012927;https://www.otodom.pl/oferta/5-pokojowe-dwupoziomowe-mieszkanie-100m-okazja-ID3jTJg.html;20.9092621;secondary;0;0;0;True;cooperative_ownership;3853;499000.0;PLN;15;800.0;5;0;0;0;0;0;0;0;99;3;plastic;1996;stare w³ochy;4;5;5040.404040404041;23.0;23.0;23.0;23.0;23.0;49071466
œródmieœcie;warszawa;œródmieœcie po³udniowe;poznañska;2018-09-02;brick;tenement;ready_to_use;.;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;urban;52.22829518518762;https://www.otodom.pl/oferta/zabytkowa-kamienica-prestizowa-poznanska-ID3KZig.html;21.01021027036133;secondary;0;1;1;True;full_ownership;855;777000.0;PLN;9;.;2;0;0;0;0;0;0;0;46;2;wooden;1912;œródmieœcie po³udniowe;5;6;16891.304347826088;107.0;107.0;107.0;107.0;107.0;55527712
praga po³udnie;warszawa;saska kêpa;brazylijska;.;missing;block;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;missing;52.2310201;https://www.otodom.pl/oferta/saska-kepa-3-pokoje-ID3IyTV.html;21.0648086;secondary;1;1;0;True;cooperative_ownership;1964;449000.0;PLN;15;600.0;3;0;0;0;0;0;0;0;48;3;plastic;1962;saska kêpa;2;3;9354.166666666666;57.0;57.0;57.0;57.0;57.0;54949604
wola;warszawa;ko³o;obozowa;.;other;apartment;to_completion;.;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;missing;52.2472693;https://www.otodom.pl/oferta/praktycznie-w-centrum-warszawy-tras-na-dachu-53m2-ID3Khpq.html;20.9545332;primary;0;0;0;True;missing;252;1429000.0;PLN;15;.;5;0;1;1;1;1;0;0;121;4;missing;.;ko³o;6;6;11809.917355371901;1.0;1.0;1.0;1.0;1.0;55359020
bia³o³êka;warszawa;szamocin;giuseppe verdiego;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;missing;52.34316;https://www.otodom.pl/oferta/mieszkanie-1-pokojowe-na-sprzedaz-bialoleka-ID3Jjr6.html;21.05496;secondary;0;0;0;True;missing;515;220000.0;PLN;15;.;1;0;0;0;0;0;0;0;25;9;missing;.;szamocin;groundfloor;2;8800.0;.;3.634920634920635;49.0;1.0;1.0;55128484
ursynów;warszawa;.;.;.;other;apartment;to_completion;.;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;1;urban;52.13785;https://www.otodom.pl/oferta/oddana-inwestycja-ostatnie-mieszkania-ID3L7Tu.html;21.02912;primary;1;1;1;False;full_ownership;165;452070.0;PLN;6;.;2;0;1;1;1;1;0;0;50;6;plastic;2018;ursynów;3;missing;9041.4;1.0;1.0;1.0;1.0;1.0;55560772
bia³o³êka;warszawa;¿erañ;marywilska;.;missing;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;missing;52.31865546952844;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-osiedle-marywilska-c-229-ID3FrZO.html;20.998839439086904;primary;1;1;1;True;missing;983;397339.0;PLN;15;.;3;0;0;1;1;1;0;0;59;7;missing;2019;¿erañ;2;5;6734.559322033899;0.0;0.0;0.0;0.0;0.0;54208076
ursynów;warszawa;ursynów pó³nocny;pu³awska;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.1892844;https://www.otodom.pl/oferta/kawalerka-przy-ul-pulawskiej-metro-wilanowska-ID3Lnze.html;21.0244064;secondary;0;0;0;True;full_ownership;113;405000.0;PLN;3;405.0;1;0;0;0;0;0;0;0;36;2;missing;1934;ursynów pó³nocny;1;5;11250.0;85.0;85.0;85.0;85.0;85.0;55621020
praga pó³noc;warszawa;stara praga;z¹bkowska;.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;missing;52.2542427;https://www.otodom.pl/oferta/kawalerka-w-kamienicy-32-m-metro-ID3K6go.html;21.04341;secondary;0;1;0;True;full_ownership;433;439000.0;PLN;15;.;2;0;0;0;0;1;0;0;32;4;wooden;1912;stara praga;4;5;13718.75;107.0;107.0;107.0;107.0;107.0;55316176
wola;warszawa;mirów;grzybowska;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.23488;https://www.otodom.pl/oferta/2-pok-centrum-okazja-ID3Jnxm.html;20.99182;secondary;0;0;0;True;missing;557;440000.0;PLN;15;.;2;0;0;0;0;0;0;0;39;8;missing;1975;mirów;3;15;11282.051282051281;44.0;44.0;44.0;44.0;44.0;55144248
mokotów;warszawa;sielce;.;.;missing;apartment;missing;.;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;urban;52.20067;https://www.otodom.pl/oferta/apartament-wsrod-zieleni-prestiz-klasy-premium-ID3LpOs.html;21.04165;secondary;0;0;0;False;full_ownership;111;3500000.0;PLN;3;.;6;0;0;1;0;1;0;0;167;3;missing;2001;sielce;groundfloor;5;20958.08383233533;18.0;18.0;18.0;18.0;18.0;55629652
bielany;warszawa;marymont-kaskada;oksywska;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;missing;52.27653;https://www.otodom.pl/oferta/mieszkanie-128-m-warszawa-ID3KkGM.html;20.96844;secondary;0;0;0;True;full_ownership;426;999000.0;PLN;15;.;4;0;0;0;0;0;0;0;128;15;plastic;.;marymont-kaskada;1;missing;7804.6875;.;23.692307692307693;12.0;18.0;29.0;55371628
praga pó³noc;warszawa;stara praga;.;.;other;tenement;to_completion;.;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;missing;52.24754;https://www.otodom.pl/oferta/apartamen-z-antresola-blisko-kina-praha-ID3LcvI.html;21.03433;primary;0;0;0;False;missing;127;1063030.0;PLN;5;.;3;0;1;0;0;0;0;0;83;4;missing;2018;stara praga;5;5;12807.590361445784;1.0;1.0;1.0;1.0;1.0;55578580
